model,method,level,episode_id,repetition,exact_acc,experiment_folder,run_folder,filename
Qwen_3b,CEMIR,2,task-bring_me-31-2138-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-31-2138-2.json
Qwen_3b,CEMIR,4,task-bring_me-31-2709-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-31-2709-4.json
Qwen_3b,CEMIR,1,task-bring_me-31-3359-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-31-3359-1.json
Qwen_3b,CEMIR,3,task-bring_me-31-3946-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-31-3946-3.json
Qwen_3b,CEMIR,4,task-bring_me-31-416-4,6,1,CEMIR_Qwen_3b,6,task-bring_me-31-416-4.json
Qwen_3b,CEMIR,3,task-bring_me-31-4522-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-31-4522-3.json
Qwen_3b,CEMIR,1,task-bring_me-31-4781-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-31-4781-1.json
Qwen_3b,CEMIR,4,task-bring_me-31-4972-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-31-4972-4.json
Qwen_3b,CEMIR,3,task-bring_me-31-672-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-31-672-3.json
Qwen_3b,CEMIR,1,task-bring_me-31-748-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-31-748-1.json
Qwen_3b,CEMIR,3,task-bring_me-32-1300-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-32-1300-3.json
Qwen_3b,CEMIR,2,task-bring_me-32-1454-2,6,1,CEMIR_Qwen_3b,6,task-bring_me-32-1454-2.json
Qwen_3b,CEMIR,2,task-bring_me-32-2284-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-32-2284-2.json
Qwen_3b,CEMIR,3,task-bring_me-32-2456-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-32-2456-3.json
Qwen_3b,CEMIR,4,task-bring_me-32-2756-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-32-2756-4.json
Qwen_3b,CEMIR,4,task-bring_me-32-2868-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-32-2868-4.json
Qwen_3b,CEMIR,1,task-bring_me-32-3055-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-32-3055-1.json
Qwen_3b,CEMIR,2,task-bring_me-32-3433-2,6,1,CEMIR_Qwen_3b,6,task-bring_me-32-3433-2.json
Qwen_3b,CEMIR,3,task-bring_me-32-3643-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-32-3643-3.json
Qwen_3b,CEMIR,1,task-bring_me-32-4001-1,6,1,CEMIR_Qwen_3b,6,task-bring_me-32-4001-1.json
Qwen_3b,CEMIR,2,task-bring_me-32-4184-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-32-4184-2.json
Qwen_3b,CEMIR,4,task-bring_me-32-4640-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-32-4640-4.json
Qwen_3b,CEMIR,1,task-bring_me-32-4727-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-32-4727-1.json
Qwen_3b,CEMIR,1,task-bring_me-32-600-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-32-600-1.json
Qwen_3b,CEMIR,3,task-bring_me-32-849-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-32-849-3.json
Qwen_3b,CEMIR,4,task-bring_me-32-925-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-32-925-4.json
Qwen_3b,CEMIR,3,task-bring_me-33-1109-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-33-1109-3.json
Qwen_3b,CEMIR,1,task-bring_me-33-1321-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-33-1321-1.json
Qwen_3b,CEMIR,1,task-bring_me-33-160-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-33-160-1.json
Qwen_3b,CEMIR,3,task-bring_me-33-2024-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-33-2024-3.json
Qwen_3b,CEMIR,2,task-bring_me-33-2217-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-33-2217-2.json
Qwen_3b,CEMIR,1,task-bring_me-33-2426-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-33-2426-1.json
Qwen_3b,CEMIR,3,task-bring_me-33-2644-3,6,1,CEMIR_Qwen_3b,6,task-bring_me-33-2644-3.json
Qwen_3b,CEMIR,2,task-bring_me-33-2703-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-33-2703-2.json
Qwen_3b,CEMIR,4,task-bring_me-33-2863-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-33-2863-4.json
Qwen_3b,CEMIR,3,task-bring_me-33-2909-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-33-2909-3.json
Qwen_3b,CEMIR,1,task-bring_me-33-3468-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-33-3468-1.json
Qwen_3b,CEMIR,4,task-bring_me-33-3709-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-33-3709-4.json
Qwen_3b,CEMIR,2,task-bring_me-33-4153-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-33-4153-2.json
Qwen_3b,CEMIR,2,task-bring_me-33-4514-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-33-4514-2.json
Qwen_3b,CEMIR,4,task-bring_me-33-4624-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-33-4624-4.json
Qwen_3b,CEMIR,4,task-bring_me-33-67-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-33-67-4.json
Qwen_3b,CEMIR,4,task-bring_me-35-1390-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-35-1390-4.json
Qwen_3b,CEMIR,2,task-bring_me-35-1511-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-35-1511-2.json
Qwen_3b,CEMIR,3,task-bring_me-35-1562-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-35-1562-3.json
Qwen_3b,CEMIR,2,task-bring_me-35-2042-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-35-2042-2.json
Qwen_3b,CEMIR,4,task-bring_me-35-2217-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-35-2217-4.json
Qwen_3b,CEMIR,4,task-bring_me-35-23-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-35-23-4.json
Qwen_3b,CEMIR,3,task-bring_me-35-451-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-35-451-3.json
Qwen_3b,CEMIR,1,task-bring_me-35-534-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-35-534-1.json
Qwen_3b,CEMIR,1,task-bring_me-35-539-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-35-539-1.json
Qwen_3b,CEMIR,3,task-bring_me-35-548-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-35-548-3.json
Qwen_3b,CEMIR,2,task-bring_me-35-578-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-35-578-2.json
Qwen_3b,CEMIR,1,task-bring_me-35-696-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-35-696-1.json
Qwen_3b,CEMIR,2,task-bring_me-35-725-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-35-725-2.json
Qwen_3b,CEMIR,3,task-bring_me-35-78-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-35-78-3.json
Qwen_3b,CEMIR,4,task-bring_me-35-787-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-35-787-4.json
Qwen_3b,CEMIR,1,task-bring_me-35-914-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-35-914-1.json
Qwen_3b,CEMIR,2,task-bring_me-36-1344-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-36-1344-2.json
Qwen_3b,CEMIR,3,task-bring_me-36-1570-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-36-1570-3.json
Qwen_3b,CEMIR,2,task-bring_me-36-1759-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-36-1759-2.json
Qwen_3b,CEMIR,1,task-bring_me-36-1788-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-36-1788-1.json
Qwen_3b,CEMIR,1,task-bring_me-36-2050-1,6,1,CEMIR_Qwen_3b,6,task-bring_me-36-2050-1.json
Qwen_3b,CEMIR,1,task-bring_me-36-2221-1,6,1,CEMIR_Qwen_3b,6,task-bring_me-36-2221-1.json
Qwen_3b,CEMIR,3,task-bring_me-36-2693-3,6,1,CEMIR_Qwen_3b,6,task-bring_me-36-2693-3.json
Qwen_3b,CEMIR,2,task-bring_me-36-3199-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-36-3199-2.json
Qwen_3b,CEMIR,3,task-bring_me-36-349-3,6,1,CEMIR_Qwen_3b,6,task-bring_me-36-349-3.json
Qwen_3b,CEMIR,4,task-bring_me-36-36-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-36-36-4.json
Qwen_3b,CEMIR,4,task-bring_me-36-392-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-36-392-4.json
Qwen_3b,CEMIR,3,task-bring_me-36-4366-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-36-4366-3.json
Qwen_3b,CEMIR,4,task-bring_me-36-4444-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-36-4444-4.json
Qwen_3b,CEMIR,2,task-bring_me-36-4788-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-36-4788-2.json
Qwen_3b,CEMIR,1,task-bring_me-36-50-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-36-50-1.json
Qwen_3b,CEMIR,4,task-bring_me-36-673-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-36-673-4.json
Qwen_3b,CEMIR,4,task-bring_me-46-1231-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-46-1231-4.json
Qwen_3b,CEMIR,3,task-bring_me-46-1402-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-46-1402-3.json
Qwen_3b,CEMIR,2,task-bring_me-46-1469-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-46-1469-2.json
Qwen_3b,CEMIR,3,task-bring_me-46-1738-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-46-1738-3.json
Qwen_3b,CEMIR,4,task-bring_me-46-1800-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-46-1800-4.json
Qwen_3b,CEMIR,4,task-bring_me-46-2053-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-46-2053-4.json
Qwen_3b,CEMIR,1,task-bring_me-46-2146-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-46-2146-1.json
Qwen_3b,CEMIR,1,task-bring_me-46-266-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-46-266-1.json
Qwen_3b,CEMIR,3,task-bring_me-46-2704-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-46-2704-3.json
Qwen_3b,CEMIR,2,task-bring_me-46-2737-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-46-2737-2.json
Qwen_3b,CEMIR,4,task-bring_me-46-2787-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-46-2787-4.json
Qwen_3b,CEMIR,1,task-bring_me-46-2816-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-46-2816-1.json
Qwen_3b,CEMIR,3,task-bring_me-46-2839-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-46-2839-3.json
Qwen_3b,CEMIR,2,task-bring_me-46-2878-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-46-2878-2.json
Qwen_3b,CEMIR,2,task-bring_me-46-371-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-46-371-2.json
Qwen_3b,CEMIR,1,task-bring_me-46-525-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-46-525-1.json
Qwen_3b,CEMIR,4,task-bring_me-52-1096-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-52-1096-4.json
Qwen_3b,CEMIR,2,task-bring_me-52-1282-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-52-1282-2.json
Qwen_3b,CEMIR,3,task-bring_me-52-1387-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-52-1387-3.json
Qwen_3b,CEMIR,4,task-bring_me-52-1460-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-52-1460-4.json
Qwen_3b,CEMIR,2,task-bring_me-52-1620-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-52-1620-2.json
Qwen_3b,CEMIR,4,task-bring_me-52-2276-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-52-2276-4.json
Qwen_3b,CEMIR,3,task-bring_me-52-2525-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-52-2525-3.json
Qwen_3b,CEMIR,2,task-bring_me-52-2834-2,6,1,CEMIR_Qwen_3b,6,task-bring_me-52-2834-2.json
Qwen_3b,CEMIR,1,task-bring_me-52-3173-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-52-3173-1.json
Qwen_3b,CEMIR,1,task-bring_me-52-3705-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-52-3705-1.json
Qwen_3b,CEMIR,2,task-bring_me-52-3788-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-52-3788-2.json
Qwen_3b,CEMIR,3,task-bring_me-52-4588-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-52-4588-3.json
Qwen_3b,CEMIR,4,task-bring_me-52-4659-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-52-4659-4.json
Qwen_3b,CEMIR,1,task-bring_me-52-4852-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-52-4852-1.json
Qwen_3b,CEMIR,1,task-bring_me-52-4944-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-52-4944-1.json
Qwen_3b,CEMIR,3,task-bring_me-52-789-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-52-789-3.json
Qwen_3b,CEMIR,1,task-bring_me-53-1165-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-53-1165-1.json
Qwen_3b,CEMIR,4,task-bring_me-53-1190-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-53-1190-4.json
Qwen_3b,CEMIR,1,task-bring_me-53-1403-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-53-1403-1.json
Qwen_3b,CEMIR,2,task-bring_me-53-1496-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-53-1496-2.json
Qwen_3b,CEMIR,2,task-bring_me-53-1758-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-53-1758-2.json
Qwen_3b,CEMIR,3,task-bring_me-53-237-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-53-237-3.json
Qwen_3b,CEMIR,3,task-bring_me-53-2398-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-53-2398-3.json
Qwen_3b,CEMIR,4,task-bring_me-53-258-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-53-258-4.json
Qwen_3b,CEMIR,2,task-bring_me-53-2603-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-53-2603-2.json
Qwen_3b,CEMIR,2,task-bring_me-53-27-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-53-27-2.json
Qwen_3b,CEMIR,1,task-bring_me-53-2770-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-53-2770-1.json
Qwen_3b,CEMIR,1,task-bring_me-53-3227-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-53-3227-1.json
Qwen_3b,CEMIR,3,task-bring_me-53-505-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-53-505-3.json
Qwen_3b,CEMIR,4,task-bring_me-53-848-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-53-848-4.json
Qwen_3b,CEMIR,4,task-bring_me-53-921-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-53-921-4.json
Qwen_3b,CEMIR,3,task-bring_me-53-954-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-53-954-3.json
Qwen_3b,CEMIR,1,task-bring_me-54-1093-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-54-1093-1.json
Qwen_3b,CEMIR,4,task-bring_me-54-1479-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-54-1479-4.json
Qwen_3b,CEMIR,3,task-bring_me-54-2074-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-54-2074-3.json
Qwen_3b,CEMIR,2,task-bring_me-54-220-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-54-220-2.json
Qwen_3b,CEMIR,1,task-bring_me-54-2933-1,6,1,CEMIR_Qwen_3b,6,task-bring_me-54-2933-1.json
Qwen_3b,CEMIR,2,task-bring_me-54-2940-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-54-2940-2.json
Qwen_3b,CEMIR,3,task-bring_me-54-2971-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-54-2971-3.json
Qwen_3b,CEMIR,3,task-bring_me-54-3696-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-54-3696-3.json
Qwen_3b,CEMIR,2,task-bring_me-54-3726-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-54-3726-2.json
Qwen_3b,CEMIR,4,task-bring_me-54-4155-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-54-4155-4.json
Qwen_3b,CEMIR,2,task-bring_me-54-4224-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-54-4224-2.json
Qwen_3b,CEMIR,3,task-bring_me-54-4556-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-54-4556-3.json
Qwen_3b,CEMIR,4,task-bring_me-54-4652-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-54-4652-4.json
Qwen_3b,CEMIR,1,task-bring_me-54-4664-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-54-4664-1.json
Qwen_3b,CEMIR,1,task-bring_me-54-551-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-54-551-1.json
Qwen_3b,CEMIR,4,task-bring_me-54-672-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-54-672-4.json
Qwen_3b,CEMIR,2,task-bring_me-55-1023-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-55-1023-2.json
Qwen_3b,CEMIR,2,task-bring_me-55-137-2,6,1,CEMIR_Qwen_3b,6,task-bring_me-55-137-2.json
Qwen_3b,CEMIR,3,task-bring_me-55-145-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-55-145-3.json
Qwen_3b,CEMIR,3,task-bring_me-55-162-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-55-162-3.json
Qwen_3b,CEMIR,1,task-bring_me-55-1694-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-55-1694-1.json
Qwen_3b,CEMIR,3,task-bring_me-55-2478-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-55-2478-3.json
Qwen_3b,CEMIR,1,task-bring_me-55-2719-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-55-2719-1.json
Qwen_3b,CEMIR,2,task-bring_me-55-2855-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-55-2855-2.json
Qwen_3b,CEMIR,1,task-bring_me-55-3222-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-55-3222-1.json
Qwen_3b,CEMIR,3,task-bring_me-55-4546-3,6,1,CEMIR_Qwen_3b,6,task-bring_me-55-4546-3.json
Qwen_3b,CEMIR,2,task-bring_me-55-4575-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-55-4575-2.json
Qwen_3b,CEMIR,4,task-bring_me-55-4829-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-55-4829-4.json
Qwen_3b,CEMIR,4,task-bring_me-55-4876-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-55-4876-4.json
Qwen_3b,CEMIR,4,task-bring_me-55-4987-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-55-4987-4.json
Qwen_3b,CEMIR,1,task-bring_me-55-817-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-55-817-1.json
Qwen_3b,CEMIR,4,task-bring_me-55-820-4,6,1,CEMIR_Qwen_3b,6,task-bring_me-55-820-4.json
Qwen_3b,CEMIR,1,task-bring_me-56-1250-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-56-1250-1.json
Qwen_3b,CEMIR,4,task-bring_me-56-150-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-56-150-4.json
Qwen_3b,CEMIR,4,task-bring_me-56-1757-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-56-1757-4.json
Qwen_3b,CEMIR,2,task-bring_me-56-199-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-56-199-2.json
Qwen_3b,CEMIR,3,task-bring_me-56-2028-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-56-2028-3.json
Qwen_3b,CEMIR,1,task-bring_me-56-3057-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-56-3057-1.json
Qwen_3b,CEMIR,1,task-bring_me-56-3086-1,6,1,CEMIR_Qwen_3b,6,task-bring_me-56-3086-1.json
Qwen_3b,CEMIR,2,task-bring_me-56-3106-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-56-3106-2.json
Qwen_3b,CEMIR,2,task-bring_me-56-3285-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-56-3285-2.json
Qwen_3b,CEMIR,1,task-bring_me-56-333-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-56-333-1.json
Qwen_3b,CEMIR,4,task-bring_me-56-3389-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-56-3389-4.json
Qwen_3b,CEMIR,3,task-bring_me-56-355-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-56-355-3.json
Qwen_3b,CEMIR,3,task-bring_me-56-3954-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-56-3954-3.json
Qwen_3b,CEMIR,3,task-bring_me-56-4137-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-56-4137-3.json
Qwen_3b,CEMIR,4,task-bring_me-56-4664-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-56-4664-4.json
Qwen_3b,CEMIR,2,task-bring_me-56-709-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-56-709-2.json
Qwen_3b,CEMIR,2,task-bring_me-57-1266-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-57-1266-2.json
Qwen_3b,CEMIR,4,task-bring_me-57-142-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-57-142-4.json
Qwen_3b,CEMIR,2,task-bring_me-57-1523-2,6,1,CEMIR_Qwen_3b,6,task-bring_me-57-1523-2.json
Qwen_3b,CEMIR,2,task-bring_me-57-2143-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-57-2143-2.json
Qwen_3b,CEMIR,3,task-bring_me-57-2374-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-57-2374-3.json
Qwen_3b,CEMIR,4,task-bring_me-57-2514-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-57-2514-4.json
Qwen_3b,CEMIR,1,task-bring_me-57-2868-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-57-2868-1.json
Qwen_3b,CEMIR,3,task-bring_me-57-3090-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-57-3090-3.json
Qwen_3b,CEMIR,1,task-bring_me-57-400-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-57-400-1.json
Qwen_3b,CEMIR,4,task-bring_me-57-4004-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-57-4004-4.json
Qwen_3b,CEMIR,1,task-bring_me-57-4007-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-57-4007-1.json
Qwen_3b,CEMIR,3,task-bring_me-57-429-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-57-429-3.json
Qwen_3b,CEMIR,3,task-bring_me-57-4674-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-57-4674-3.json
Qwen_3b,CEMIR,4,task-bring_me-57-4832-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-57-4832-4.json
Qwen_3b,CEMIR,1,task-bring_me-57-587-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-57-587-1.json
Qwen_3b,CEMIR,2,task-bring_me-57-937-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-57-937-2.json
Qwen_3b,CEMIR,4,task-bring_me-58-1053-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-58-1053-4.json
Qwen_3b,CEMIR,1,task-bring_me-58-1278-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-58-1278-1.json
Qwen_3b,CEMIR,2,task-bring_me-58-1536-2,6,1,CEMIR_Qwen_3b,6,task-bring_me-58-1536-2.json
Qwen_3b,CEMIR,4,task-bring_me-58-1856-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-58-1856-4.json
Qwen_3b,CEMIR,2,task-bring_me-58-1923-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-58-1923-2.json
Qwen_3b,CEMIR,1,task-bring_me-58-2131-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-58-2131-1.json
Qwen_3b,CEMIR,2,task-bring_me-58-2553-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-58-2553-2.json
Qwen_3b,CEMIR,2,task-bring_me-58-2584-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-58-2584-2.json
Qwen_3b,CEMIR,3,task-bring_me-58-2965-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-58-2965-3.json
Qwen_3b,CEMIR,3,task-bring_me-58-3810-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-58-3810-3.json
Qwen_3b,CEMIR,3,task-bring_me-58-4068-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-58-4068-3.json
Qwen_3b,CEMIR,4,task-bring_me-58-42-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-58-42-4.json
Qwen_3b,CEMIR,4,task-bring_me-58-4689-4,6,1,CEMIR_Qwen_3b,6,task-bring_me-58-4689-4.json
Qwen_3b,CEMIR,3,task-bring_me-58-4841-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-58-4841-3.json
Qwen_3b,CEMIR,1,task-bring_me-58-731-1,6,1,CEMIR_Qwen_3b,6,task-bring_me-58-731-1.json
Qwen_3b,CEMIR,1,task-bring_me-58-915-1,6,1,CEMIR_Qwen_3b,6,task-bring_me-58-915-1.json
Qwen_3b,CEMIR,2,task-bring_me-60-1315-2,6,0,CEMIR_Qwen_3b,6,task-bring_me-60-1315-2.json
Qwen_3b,CEMIR,4,task-bring_me-60-1504-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-60-1504-4.json
Qwen_3b,CEMIR,3,task-bring_me-60-1932-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-60-1932-3.json
Qwen_3b,CEMIR,2,task-bring_me-60-1960-2,6,1,CEMIR_Qwen_3b,6,task-bring_me-60-1960-2.json
Qwen_3b,CEMIR,4,task-bring_me-60-2414-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-60-2414-4.json
Qwen_3b,CEMIR,4,task-bring_me-60-2533-4,6,0,CEMIR_Qwen_3b,6,task-bring_me-60-2533-4.json
Qwen_3b,CEMIR,1,task-bring_me-60-255-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-60-255-1.json
Qwen_3b,CEMIR,2,task-bring_me-60-2782-2,6,1,CEMIR_Qwen_3b,6,task-bring_me-60-2782-2.json
Qwen_3b,CEMIR,1,task-bring_me-60-2817-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-60-2817-1.json
Qwen_3b,CEMIR,1,task-bring_me-60-2838-1,6,0,CEMIR_Qwen_3b,6,task-bring_me-60-2838-1.json
Qwen_3b,CEMIR,3,task-bring_me-60-2947-3,6,0,CEMIR_Qwen_3b,6,task-bring_me-60-2947-3.json
